Pricing Date,Issuer Ticker,Issuer Name,Offer Size (M),Offer Price,Offer To 1st Close,Initial Pub Offer (Shares Offered),Bookrunner,Industry Sector,Market Cap at Offer (M),Instit Owner (% Shares Out),Primary Exchange
7/19/01,BFNBQ US,Beach First National Bancshares Inc,6.6815,11.5,0,520000.00,Truist Securities Inc,Financial,14.46,, 
7/12/01,1321686D US,Wright Medical Group Inc,107.812,12.5,24.87999916,7500000.00,JP Morgan,"Consumer, Non-cyclical",349.75,, 
6/27/01,PRSO US,Peraso Inc,57.5,10,12.19999981,5000000.00,AG Edwards & Sons LLC,Technology,296.55,7.34387,NASDAQ CM
6/26/01,GLYN US,Galyan's Trading Co LLC,123.5,19,7.736842155,6500000.00,Goldman Sachs,"Consumer, Cyclical",309.77,, 
6/20/01,569665Q US,Multilink Technology Corp,82.8,9,24.33333397,8000000.00,UBS,Technology,587.01,, 
6/19/01,PNX US,Phoenix Cos Inc/The,854,17.5,-4.228571415,48800000.00,Morgan Stanley,Financial,1837.5,0.000775862, 
6/18/01,REVUQ US,Education Holdings 1 Inc,59.4,11,-13.63636398,5400000.00,JP Morgan,"Consumer, Non-cyclical",289.22,, 
6/15/01,COL US,Collins Aerospace,8.1034,23.4,2.564104319,346300.00,,Industrial,0,, 
6/13/01,ORH US,Odyssey Group Holdings Inc,308.572,18,-4.444444656,17142900.00,"BofA Securities, CIBC",Financial,1172.57,0.0063599, 
6/13/01,1482276D US,FMC Technologies Inc,221,20,10,11050000.00,BofA Securities,Energy,1300,0.0078422, 
6/12/01,MDLZ US,Mondelez International Inc,8680,31,0.806451619,280000000.00,"UBS, Citi","Consumer, Non-cyclical",53785,78.7725,NASDAQ GS
6/12/01,GMRRQ US,Gener8 Maritime Inc/Old,144,18,-6.944444656,8000000.00,Lehman Brothers,Industrial,648,, 
6/7/01,BFH US,Bread Financial Holdings Inc,179.4,12,16.66666603,13000000.00,"JP Morgan, BofA Securities",Financial,862.34,114.667,New York
6/7/01,0623514D US,United Surgical Partners International Inc,144.9,14,29.4285717,9000000.00,UBS,"Consumer, Non-cyclical",321.5,, 
6/7/01,TORCQ US,Torch Offshore Inc,80,16,3.9375,5000000.00,UBS,Energy,213.33,0.0197739, 
6/5/01,ULAB US,Unilab Corp,123.28,16,43.75,6700000.00,"UBS, Citi","Consumer, Non-cyclical",515.26,, 
6/5/01,FRX CN,Fennec Pharmaceuticals Inc,6.474,1.5,-10.66666698,6666670.00,Canaccord Financial Inc,"Consumer, Non-cyclical",0,53.3083,Toronto
5/22/01,SWRG US,Smith & Wollensky Restaurant Group Inc/The,45.016,8.5,-8.588234901,5296000.00,Canaccord Genuity,"Consumer, Cyclical",78.9,, 
5/21/01,BTUUQ US,Peabody Energy Corp,483,28,31.4285717,15000000.00,Lehman Brothers,Energy,1389.09,, 
5/17/01,1912203D US,Norway Acquisition Corp,533.6,14.5,21.72413826,32000000.00,"Deutsche Bank, UBS",Financial,3427.8,0.00292333, 
5/17/01,GEGQQ US,Global Power Equipment Group Inc/Old,169.05,20,57.25,7350000.00,"UBS, Citi",Industrial,879.07,0.00315898, 
5/16/01,DZSIQ US,DZS Inc,155.25,15,39.53333282,9000000.00,"Morgan Stanley, Stifel",Communications,1639.39,0.00257802,OTC US
5/14/01,KMR US,Kinder Morgan Management LLC,1047.7,70.41,0.127817541,14880000.00,Goldman Sachs,Energy,1047.35,0.0552651, 
5/7/01,TASRU US,Axon Enterprise Inc,10.4,13,-1.307692289,800000.00,Paulson Investment Co Inc,Industrial,35.24,, 
5/1/01,583429Q US,Simplex Solutions Inc/United States,55.2,12,76.66666412,4000000.00,UBS,Technology,173.03,, 
5/1/01,BRZZQ US,Briazz Inc,16,8,0.375,2000000.00,WR Hambrecht + Co LLC,"Consumer, Cyclical",46.38,, 
4/30/01,1235274D US,GenOn Energy Inc,1794,30,10,52000000.00,Goldman Sachs,Utilities,8760,0.032488, 
4/23/01,80825Q US,MPS Merchant Services Inc,479.4,24,16.04166603,17500000.00,"BofA Securities, Lehman Brothers",Energy,0,, 
4/10/01,NS US,NuStar Energy LP,126.788,24.5,14.28571415,4500000.00,Goldman Sachs,Energy,218.65,15.6883, 
4/4/01,753397Q US,Select Medical Corp,98.325,9.5,6.578947544,9000000.00,"BofA Securities, JP Morgan","Consumer, Non-cyclical",415.07,, 
3/28/01,MVW/H CN,Mountainview Energy Ltd,0.25536,0.2,110,2000000.00,Canaccord Financial Inc,Energy,0,0.0214233, 
3/27/01,3527578Q US,Agere Systems Inc,4140,6,0.333333343,600000000.00,Morgan Stanley,Technology,3600,, 
3/20/01,742603Q US,Verisity Ltd,26.8467,7,14.28571415,3335000.00,BofA Securities,Technology,126.37,, 
3/15/01,8283846Q US,Surebeam Corp,67,10,-14.0625,6700000.00,"BofA Securities, UBS",Industrial,91.69,, 
3/8/01,OPSW US,Opsware Inc,172.5,6,2.604166746,25000000.00,"Morgan Stanley, Goldman Sachs",Communications,439.54,, 
3/8/01,3610748Q US,Encore Acquisition Co,100.1,14,3.928571463,7150000.00,Goldman Sachs,Energy,420.42,0.228084, 
3/6/01,SGEN US,Seagen Inc,49,7,17.8571434,7000000.00,JP Morgan,"Consumer, Non-cyclical",204.33,11.5247, 
3/1/01,PLKI US,Popeyes Louisiana Kitchen Inc,183.281,17,19.85294151,9375000.00,"Goldman Sachs, UBS","Consumer, Cyclical",500.9,, 
2/15/01,1833548D US,RNI Wind Down Corp,120,12,8.854166985,10000000.00,Morgan Stanley,Communications,1225.06,, 
2/13/01,GMXRQ US,Thunderbird Resources Equity Inc,10,8,0,1250000.00,Paulson Investment Co Inc,Energy,34,0.0018295, 
2/9/01,1542834D US,Aquacell Technologies Inc,6,5,0,1200000.00,Somerset Financial Group,Industrial,34.44,, 
2/8/01,OIS US,Oil States International Inc,92.2442,9,1.666666627,10000000.00,"BofA Securities, UBS",Energy,433.41,88.8471,New York
2/8/01,0118440Q US,Third Wave Technologies Inc,82.5,11,0.568181813,7500000.00,Lehman Brothers,"Consumer, Non-cyclical",420.99,0.00083715, 
2/8/01,ICH US,Investors Capital Holdings Ltd,8.504,8,-1.25,1000000.00,"Investors Capital Corp, Schneider Securities",Financial,0,, 
2/7/01,BGPTQ US,BearingPoint Inc,2328.38,18,30.46875,112482000.00,Morgan Stanley,"Consumer, Non-cyclical",0,0.0086258, 
2/5/01,MMP US,Magellan Midstream Partners LP,98.9,21.5,11.6279068,4000000.00,"AG Edwards & Sons LLC, BofA Securities, RBC Capital Markets, UBS, Lehman Brothers",Energy,122.11,6.52133, 
2/5/01,ATPAQ US,ATP Oil & Gas Corp/United States,84,14,0,6000000.00,Lehman Brothers,Energy,305,0.00988116, 
2/2/01,FUTF US,Futurus Financial Services Inc,8.0303,10,,803030.00,Wells Fargo,Financial,0,, 
1/30/01,EXAS US,Exact Sciences Corp,56,14,5.357142925,4000000.00,BofA Securities,"Consumer, Non-cyclical",261.19,88.6595, 
1/25/01,ALGN US,Align Technology Inc,138.173,13,33.17307663,10000000.00,Deutsche Bank,"Consumer, Non-cyclical",593,97.898,NASDAQ GS
1/24/01,PEET US,Peet's Coffee & Tea Inc,30.36,8,17.1875,3300000.00,WR Hambrecht + Co LLC,"Consumer, Non-cyclical",63.67,, 
12/14/00,RGP US,Resources Connection Inc,78,12,33.33333206,6500000.00,"UBS, Deutsche Bank","Consumer, Non-cyclical",247.56,89.9658,NASDAQ GS
12/14/00,AET US,Aetna Inc,0,0,,,,"Consumer, Non-cyclical",0,, 
12/11/00,GNVC US,GenVec Inc,38,9.5,3.947368383,4000000.00,JP Morgan,"Consumer, Non-cyclical",168.58,, 
12/8/00,DLNKQ US,DecisionLink Inc,15,0,,25000000.00,,Industrial,0,, 
12/7/00,WPSL US,WP Stewart & Co Ltd,224,20,22.5,11200000.00,Goldman Sachs,Financial,946.71,, 
12/7/00,ACAP US,American Physicians Capital Inc,154.579,13.5,0.462962955,10000000.00,NatWest Markets,Financial,154.58,0.0257426, 
12/7/00,0911013D US,Specialty Laboratories Inc,80,16,45.703125,5000000.00,BofA Securities,"Consumer, Non-cyclical",323,0.00152654, 
12/7/00,EXHS US,Exhaust Technologies Inc,2.805,5.1,-100,550000.00,Castle Securities Corp,"Consumer, Cyclical",20.4,, 
12/6/00,HBIO US,Harvard Bioscience Inc,51.3796,8,31.25,6422450.00,"ING Groep, RBC Capital Markets, Stifel","Consumer, Non-cyclical",198.26,50.0012,NASDAQ CM
12/1/00,SER LN,Sefton Resources Inc,2.23076,5,25,31000000.00,,Energy,0,, 
11/28/00,RIGL US,Rigel Pharmaceuticals Inc,40.25,7,1.5625,5000000.00,Morgan Stanley,"Consumer, Non-cyclical",264.734,88.8055,NASDAQ GS
11/20/00,AFOP US,Alliance Fiber Optic Products Inc,49.5,11,-7.954545498,4500000.00,BofA Securities,Communications,0,, 
11/16/00,DNCR US,Dynacare Inc,50,10,3.125,5000000.00,UBS,"Consumer, Non-cyclical",0,, 
11/16/00,1832555D US,Array BioPharma Inc,48.75,7.5,16.66666603,6500000.00,"Deutsche Bank, Lehman Brothers","Consumer, Non-cyclical",160.26,, 
11/16/00,BCONQ US,BP Fly Corp,48,6,11.97916698,8000000.00,Citi,Industrial,231.4,, 
11/16/00,DNA/B CN,Dynacare Inc,33.115,10,,5000000.00,UBS,"Consumer, Non-cyclical",0,, 
11/16/00,EME US,EMCOR Group Inc,0,0,,,,Industrial,0,101.187,New York
11/15/00,MIFI US,Novatel Wireless Inc,56,8,12.5,7000000.00,UBS,Communications,300.67,, 
11/13/00,3293866Q US,Orion Power Holdings Inc,550,20,0,27500000.00,"Deutsche Bank, BofA Securities, UBS, Morgan Stanley, Goldman Sachs",Utilities,1811.92,, 
11/13/00,ADLR US,Adolor Corp,90,15,15.83333302,6000000.00,BofA Securities,"Consumer, Non-cyclical",402.74,0.000759629, 
11/13/00,FLBC US,Finger Lakes Bancorp Inc,24.115,7,0,3445000.00,B Riley Financial Inc,Financial,0,, 
11/9/00,LMNE US,Luminent Inc,144,12,1.041666627,12000000.00,UBS,Communications,1872,, 
11/9/00,0355864Q US,AeroGen Inc,43.2,12,0,3600000.00,JP Morgan,"Consumer, Non-cyclical",232.52,, 
11/9/00,CATZ US,Computer Access Technology Corp,42,12,28.64583397,3500000.00,BofA Securities,Communications,220.58,, 
11/7/00,GORXQ US,GeoPharma Inc,7.875,7.875,-7.936507702,1000000.00,Utendahl Capital Partners LP,"Consumer, Non-cyclical",0,, 
11/6/00,TMTA US,Transmeta Corp,273,21,115.4761887,13000000.00,"Deutsche Bank, Morgan Stanley",Technology,2682.81,, 
11/2/00,OCPI US,Optical Communication Products Inc,115.5,11,62.5,10500000.00,UBS,Communications,437.86,0.00205212, 
11/2/00,BKMU US,Bank Mutual Corp,61,10,1.25,6100000.00,Stifel,Financial,86.42,, 
11/2/00,UTIW US,UTi Worldwide Inc,0,0,,,,Industrial,0,, 
11/1/00,ERPLQ US,Energy Partners Ltd/Old,86.25,15,-3.333333254,5750000.00,"BofA Securities, UBS",Energy,405.86,0.0185833, 
11/1/00,ESLRQ US,Evergreen Solar Inc,42,14,35.7142868,3000000.00,BofA Securities,Industrial,154.81,, 
10/26/00,2573872D US,DevX Energy Inc,70,7,1.785714269,10000000.00,B Riley Financial Inc,Energy,78.75,, 
10/25/00,2237931Q US,Medichem Life Sciences Inc,44.8,7,9.821428299,6400000.00,UBS,"Consumer, Non-cyclical",177.94,, 
10/24/00,INNI US,Innovaro Inc,6,6,3.125,1000000.00,Schneider Securities,"Consumer, Non-cyclical",22.6934,,OTC US
10/24/00,1865574D US,First Shares Bancorp Inc,3.3003,8.5,0,388300.00,David A Noyes & Co,Financial,0,, 
10/19/00,649848Q US,Westport Resources Corp,152.7,15,14.16666698,10180000.00,"RBC Capital Markets, UBS",Energy,0,0.00148587, 
10/18/00,1856613D US,Monsanto Co,700,20,20,35000000.00,Goldman Sachs,Basic Materials,5100,, 
10/18/00,DCTHU US,Delcath Systems Inc,7.2,6,3.125,1200000.00,,"Consumer, Non-cyclical",0,, 
10/17/00,XXIA US,Ixia,71.5,13,57.69230652,5500000.00,BofA Securities,Industrial,687.86,, 
10/16/00,ENWV US,Endwave Corp,84,14,0.446428567,6000000.00,Deutsche Bank,Communications,455.61,, 
10/11/00,SYNP US,Synplicity Inc,34.4,8,42.1875,4300000.00,BofA Securities,Technology,187.96,, 
10/11/00,INGNQ US,Introgen Therapeutics Inc,32,8,6.25,4000000.00,TD Securities,"Consumer, Non-cyclical",163.68,, 
10/11/00,PDGI US,inVentiv Health Clinical Inc,10,8,-5.46875,1250000.00,HD Brous & Co,"Consumer, Non-cyclical",0,, 
10/10/00,WHQA US,W-H Energy Services LLC,165,16.5,-13.63636398,10000000.00,"UBS, Morgan Stanley",Energy,363.98,0.00066744, 
10/10/00,POZN US,POZEN Inc,75,15,1.666666627,5000000.00,US Bancorp,"Consumer, Non-cyclical",396.43,, 
10/10/00,1702253D US,Towers Watson & Co,70,12.5,31,5600000.00,Deutsche Bank,"Consumer, Non-cyclical",70,0.00259202, 
10/6/00,BBDA US,Bebida Beverage Co,0,0,,,,"Consumer, Non-cyclical",0,0.000261161,OTC US
10/5/00,NWPWQ US,NewPower Holdings Inc,504,21,28.5714283,24000000.00,UBS,Utilities,2528.99,, 
10/4/00,TPR US,Tapestry Inc,118.08,16,26.953125,7380000.00,Goldman Sachs,"Consumer, Cyclical",678.5,100.495,New York
10/4/00,ASCXZ US,Advanced Switching Communications Inc,93.75,15,20,6250000.00,Morgan Stanley,Communications,608.86,, 
10/4/00,KOSN US,Kosan Biosciences Inc,80.5,14,0,5000000.00,Lehman Brothers,"Consumer, Non-cyclical",333.82,0.00108776, 
10/3/00,OPLK US,Oplink Communications Inc,246.6,18,86.80555725,13700000.00,BofA Securities,Communications,2805.32,, 
10/2/00,INMX US,Informax Inc,80,16,32.8125,5000000.00,JP Morgan,Technology,290.06,, 
9/28/00,3714927Q US,Genomica Corp,122.36,19,2.302631617,6440000.00,CIBC,Technology,398.8,, 
9/28/00,DESCQ US,Distributed Energy Systems Corp,119,17,68.38235474,7000000.00,"UBS, Citi, Morgan Stanley",Energy,544.43,0.166041, 
9/28/00,ELAS US,Elastic Networks Inc,101.4,13,7.211538315,7800000.00,JP Morgan,Communications,406.81,, 
9/28/00,502462Q US,Docent Inc,88,11,66.47727203,8000000.00,Deutsche Bank,Communications,437.93,, 
9/28/00,VRMLQ US,Vermillion Inc/Old,88,16,100,5500000.00,TD Securities,"Consumer, Non-cyclical",402.09,, 
9/28/00,ITGR US,Integer Holdings Corp,80,16,42.96875,5000000.00,"BofA Securities, UBS","Consumer, Non-cyclical",456.35,112.137,New York
9/28/00,2460344D US,HGST Technologies Santa Ana Inc,70.004,11,-11.93181801,6364000.00,Lehman Brothers,Technology,406.62,0.0205927, 
9/28/00,ARDI US,@Road Inc/United States,63,9,-20.13888931,7000000.00,"US Bancorp, JP Morgan, UBS",Technology,407.94,, 
9/27/00,MIRKQ US,Mirant Corp/Old,1276,22,34.65909195,58000000.00,"Morgan Stanley, Goldman Sachs",Utilities,7260,0.00520682, 
9/27/00,VAST US,Livingston International Technology Services Corp,84,14,23.2142849,6000000.00,"JP Morgan, BofA Securities, Deutsche Bank",Technology,482.41,, 
9/27/00,DRRX US,Durect Corp,84,12,20.05208397,7000000.00,Morgan Stanley,"Consumer, Non-cyclical",549.668,8.63674, 
9/27/00,UOPX US,University of Phoenix Online,70,14,27.2321434,5000000.00,UBS,"Consumer, Non-cyclical",0,0.0134065, 
9/26/00,HYDL US,Hydril Co,127.5,17,19.85294151,7500000.00,"UBS, Citi",Energy,127.5,, 
9/26/00,0120599D US,Eden Bioscience Corp,87,15,100,5800000.00,"Stephens Inc, BofA Securities","Consumer, Non-cyclical",340.99,, 
9/26/00,668718Q US,Avantgo Inc,66,12,66.66666412,5500000.00,UBS,Technology,400.17,, 
9/25/00,COSN US,CoSine Communications Inc,230,23,174.1847839,10000000.00,"JP Morgan, BofA Securities, Goldman Sachs",Communications,2303.24,, 
9/21/00,INRG US,Inrange Technologies Corp,123.3,16,189.0625,7700000.00,Citi,Communications,123.2,, 
9/21/00,CRNM US,Curon Medical Inc,55,11,,5000000.00,UBS,"Consumer, Non-cyclical",205.27,, 
9/21/00,1389976D US,CBCT Bancshares Inc,2.81,10,1.25,281000.00,,Financial,0,, 
9/20/00,TTMI US,TTM Technologies Inc,120,16,30.859375,7500000.00,"JP Morgan, UBS, BofA Securities",Industrial,568.8,97.7984,NASDAQ GS
9/20/00,OMNY US,OmniSky Corp,109.2,12,47.00520706,9100000.00,UBS,Communications,781.84,, 
9/20/00,ZNGN US,Zengine Inc,55.77,13,8.653845787,4290000.00,"Raymond James & Associates, B Riley Financial Inc, Charles Schwab, William Blair & Co LLC",Communications,214.15,, 
9/18/00,COD US,Chiles Offshore Inc,148.2,19,10.52631569,7800000.00,"UBS, Citi",Energy,308.39,, 
8/24/00,KNVS US,Knova Software Inc,31.5,7,25,4500000.00,Canaccord Genuity,Technology,163.8,, 
8/21/00,ISTA US,ISTA Pharmaceuticals LLC,31.5,10.5,2.380952358,3000000.00,CIBC,"Consumer, Non-cyclical",167.231,, 
8/17/00,ITXIQ US,Integrated Telecom Express Inc,100.8,18,38.19444275,5600000.00,Lehman Brothers,Communications,743.184,, 
8/17/00,WJCI US,TriQuint WJ Inc,86.4,16,101.5625,5400000.00,JP Morgan,Communications,871.12,, 
8/17/00,1936438D US,PECO II Inc,75,15,53.33333206,5000000.00,BofA Securities,Industrial,297.57,, 
8/17/00,VVVVQ US,ViaSource Communications Inc,40,8,0,5000000.00,"Prudential Financial Inc, UBS",Communications,383.92,, 
8/17/00,9998819D US,Pinnacle Financial Partners Inc,18.75,10,0,1875000.00,UBS,Financial,18.75,, 
8/16/00,AVSR US,Avistar Communications Corp,36,12,-21.875,3000000.00,JP Morgan,Technology,302.23,,OTC US
8/15/00,3679840Q US,PeoplePC Inc,85,10,-11.25,8500000.00,JP Morgan,Communications,1053.91,, 
8/15/00,OTWO US,O2wireless Solutions Inc,73.2,12,11.45833302,6100000.00,JP Morgan,Communications,266.12,, 
8/14/00,DYAX US,Dyax Corp,60,15,71.66666412,4000000.00,JP Morgan,"Consumer, Non-cyclical",271.378,, 
8/14/00,LEXR US,Lexar Media Inc,52,8,0,6500000.00,JP Morgan,Technology,472.25,, 
8/14/00,1016061Q US,Viewlocity Inc,35,7,0,5000000.00,"Wit Soundview, JP Morgan",Technology,193.305,, 
8/11/00,EQIX US,Equinix Inc,240,12,-52.5,20000000.00,"Epoch Securities Inc, JP Morgan, Goldman Sachs, Citi",Financial,885.275,101.678,NASDAQ GS
8/10/00,173150Q US,Equinix Inc/Old,240,12,9.375,20000000.00,Goldman Sachs,Communications,885.27,, 
8/10/00,AMMD US,Astora Women's Health Holdings LLC,68.75,11,5.113636494,6250000.00,"JP Morgan, BofA Securities, US Bancorp","Consumer, Non-cyclical",299.079,0.0134604, 
8/10/00,MBVXQ US,MabVax Therapeutics Holdings Inc,35,7,0.892857134,5000000.00,Lehman Brothers,"Consumer, Non-cyclical",147.47,0.0977032, 
8/9/00,LSBC US,Large Scale Biology Corp,85,17,28.6764698,5000000.00,JP Morgan,"Consumer, Non-cyclical",263.12,, 
8/9/00,SRGAQ US,Surgalign Holdings Inc,79.8,14,0.446428567,5700000.00,BofA Securities,"Consumer, Non-cyclical",298.37,5.25207, 
8/9/00,0778324D US,Esperion Therapeutics Inc/Old,54,9,30.55555534,6000000.00,"JP Morgan, BofA Securities","Consumer, Non-cyclical",216.22,0.00643161, 
8/9/00,EVLVQ US,Evolve Software Inc,45,9,100,5000000.00,"Deutsche Bank, UBS",Communications,328.995,, 
8/9/00,VINA US,Vina Technologies,36,12,12.5,3000000.00,Lehman Brothers,Communications,378.2,1.77E-05, 
8/8/00,MCDT US,McDATA Corp,350,28,205.5803528,12500000.00,UBS,Technology,705.07,, 
8/8/00,3042466Q US,ChipPAC Inc,120,12,4.166666508,10000000.00,UBS,Technology,798.7,, 
8/8/00,HPOW US,H Power Corp,112,16,12.5,7000000.00,Lehman Brothers,Energy,844.11,, 
8/8/00,XMP NM,Plus Therapeutics Inc,63.3735,15,36.66666794,3906960.00,Concord Effekten,"Consumer, Non-cyclical",0,, 
8/8/00,1530827D US,Tvia Inc,55,11,0,5000000.00,BofA Securities,Technology,232.54,, 
8/8/00,AGIXQ US,Atherogenics Inc,48,8,3.125,6000000.00,JP Morgan,"Consumer, Non-cyclical",182.56,0.0144995, 
8/8/00,RPTR US,Repeater Technologies Inc,42.75,9,88.8888855,4750000.00,"US Bancorp, BofA Securities",Communications,197.82,, 
8/8/00,PHST US,Pharsight Corp,30,10,-9.375,3000000.00,UBS,Technology,184.92,, 
8/8/00,MCELQ US,Millennium Cell Inc,30,10,0,3000000.00,Raymond James & Associates,Energy,275.16,, 
8/7/00,AOLAQ US,America Online Latin America Inc,200,8,5.46875,25000000.00,"UBS, Citi",Communications,2083.2,, 
8/7/00,PIOIQ US,P10 Holdings Inc,136,17,210.2941132,8000000.00,Goldman Sachs,Industrial,672.94,, 
8/7/00,MDCO US,Medicines Co/The,96,16,35.546875,6000000.00,JP Morgan,"Consumer, Non-cyclical",451.14,9.57632, 
8/7/00,2576365D US,Pemstar Inc,92.4,11,22.72727203,8400000.00,Lehman Brothers,Industrial,411.72,12.5303, 
8/7/00,TSYS US,TeleCommunication Systems Inc,79.9,17,47.05882263,4700000.00,"JP Morgan, Deutsche Bank",Communications,209.72,0.116656, 
8/7/00,2245546Q US,Advanced Power Technology Inc,52.5,15,13.33333302,3500000.00,Stephens Inc,Technology,117.77,, 
8/3/00,BRKR US,Bruker Corp,104,13,77.40384674,8000000.00,UBS,"Consumer, Non-cyclical",689,96.0644,NASDAQ GS
8/3/00,DDDP US,3-Dimensional Pharmaceuticals Inc,75,15,27.5,5000000.00,JP Morgan,"Consumer, Non-cyclical",273.56,, 
8/3/00,EXEE US,EXE Technologies Inc,70.72,8,1.5625,8000000.00,"Citi, UBS",Technology,329.82,, 
8/3/00,2282710D US,Microtune Inc,64,16,88.28125,4000000.00,"JP Morgan, TD Securities, Goldman Sachs",Technology,601.68,, 
8/3/00,LTRX US,Lantronix Inc,60,10,-20,6000000.00,"UBS, Lehman Brothers",Communications,387.744,40.5092,NASDAQ CM
8/3/00,ISSC US,Innovative Solutions and Support Inc,33,11,10.79545498,3000000.00,B Riley Financial Inc,Industrial,133.34,53.132,NASDAQ GS
8/2/00,IAWK US,iAsiaWorks Inc,117,13,-26.92307663,9000000.00,Goldman Sachs,Communications,510.4,, 
8/2/00,DGEN US,Deltagen Inc,105,15,26.66666603,7000000.00,"BofA Securities, Citi","Consumer, Non-cyclical",432.07,,OTC US
8/2/00,355676Q US,Rosetta Inpharmatics LLC,100.8,14,27.6785717,7200000.00,Lehman Brothers,"Consumer, Non-cyclical",406.48,, 
8/2/00,RSNT US,Resonate Inc,84,21,72.02381134,4000000.00,Goldman Sachs,Technology,541.37,, 
8/2/00,SGSF US,Signalsoft Corp,74.8,17,28.6764698,4400000.00,Citi,Technology,387.954,, 
8/2/00,ISPH US,Inspire Pharmaceuticals Inc,66,12,25,5500000.00,"JP Morgan, Deutsche Bank","Consumer, Non-cyclical",291.77,, 
8/2/00,380406Q US,Pinnacor Inc,60,12,-12.5,5000000.00,UBS,Technology,427.4,, 
8/2/00,MICU US,Vicuron Pharmaceuticals Inc,50.6,11,-9.943181992,4600000.00,Lehman Brothers,"Consumer, Non-cyclical",242.435,1.31E-05, 
8/2/00,ERMS US,eRoomSystem Technologies Inc,11.7,6.5,-5.769230843,1800000.00,THCG Inc,Technology,42.9,, 
8/1/00,EVC US,Entravision Communications Corp,759,16.5,15.15151501,46000000.00,"UBS, BofA Securities",Communications,1707.9,62.0003,New York
8/1/00,CPKI US,California Pizza Kitchen Inc,79.5,15,35,5300000.00,"BofA Securities, Deutsche Bank","Consumer, Cyclical",269.96,0.329195, 
8/1/00,GNSC US,Genaissance Pharmaceuticals Inc,78,13,23.55769157,6000000.00,Deutsche Bank,"Consumer, Non-cyclical",280.57,, 
8/1/00,1384851D US,OPNET Technologies Inc,52,13,42.30769348,4000000.00,Morgan Stanley,Technology,224.99,, 
7/31/00,SPWX US,SpeechWorks International Inc,95,20,183.75,4750000.00,JP Morgan,Technology,579.98,0.000767671, 
7/31/00,PROXQ US,Proxim Corp,90,12,16.66666603,7500000.00,Citi,Communications,620.88,0.00122846, 
7/31/00,CDWD US,Cloudward Inc,50,10,0.625,5000000.00,"Deutsche Bank, Citi",Communications,284.007,, 
7/31/00,VIRL US,Virage Logic LLC,45,12,3.645833254,3750000.00,Lehman Brothers,Technology,226.05,, 
7/31/00,CVGP US,Convergent Group Corp,35,7,0,5000000.00,BofA Securities,Technology,304.25,, 
7/31/00,PUBB US,Pacific Union Bank,22.5,7.5,5,3000000.00,Sandler O'Neill & Partners,Financial,0,, 
7/28/00,ARNA US,Arena Pharmaceuticals Inc,108,18,38.88888931,6000000.00,,"Consumer, Non-cyclical",377.939,7.88591, 
7/28/00,KRX LN,Keryx Biopharmaceuticals Inc,52.2556,662,5.740181446,4600000.00,"Roth Capital Partners Inc, WestLB AG","Consumer, Non-cyclical",0,, 
7/27/00,BWNG US,Broadwing Corp,1138.5,36,135.3298645,31625000.00,UBS,Communications,12055.6,0.000276808, 
7/27/00,SOAP US,Soapstone Networks Inc,217,31,212.0967712,7000000.00,Morgan Stanley,Communications,1396.17,, 
7/27/00,1813314D US,Danisco US Inc/California,126,18,20.13888931,7000000.00,"BofA Securities, JP Morgan, UBS, Citi","Consumer, Non-cyclical",1059.42,, 
7/27/00,ILMN US,Illumina Inc,96,16,144.8242188,6000000.00,Goldman Sachs,"Consumer, Non-cyclical",488.658,126.034,NASDAQ GS
7/27/00,LXNT US,Lexent Inc,90,15,70.41666412,6000000.00,UBS,Communications,595.42,, 
7/27/00,WEBX US,Cisco WebEx LLC,49,14,136.1607208,3500000.00,"Goldman Sachs, Deutsche Bank, Wit Soundview, CIBC",Technology,505.75,, 
7/27/00,KERX US,Keryx Biopharmaceuticals Inc,46,10,0.625,4600000.00,"WestLB AG, Gruntal & Co, Roth Capital Partners Inc","Consumer, Non-cyclical",188.23,, 
7/27/00,VLCT US,ValiCert Inc,40,10,18.75,4000000.00,"BofA Securities, Deutsche Bank",Technology,218.51,, 
7/26/00,INFIQ US,Infinity Pharmaceuticals Inc,90,18,9.722222328,5000000.00,"Lehman Brothers, JP Morgan","Consumer, Non-cyclical",403.87,0.111641,OTC US
7/26/00,AMEV US,Applied Molecular Evolution Inc,88.35,19,62.5,4650000.00,CIBC,"Consumer, Non-cyclical",402.838,, 
7/26/00,2065469D US,Mainspring Inc,48,12,,4000000.00,Morgan Stanley,Communications,213.031,, 
7/26/00,1948550D US,Rita Medical Systems Inc,43.2,12,19.79166603,3600000.00,"Citi, BofA Securities","Consumer, Non-cyclical",162.47,, 
7/24/00,723068Q US,Blue Martini Software Inc,150,20,173.90625,7500000.00,,Communications,1348.47,, 
7/24/00,ILND US,Interland Inc/Old,60,12,-25.52083397,5000000.00,JP Morgan,Communications,557.19,, 
7/24/00,RNDC US,Raindance Communications Inc,56,8,1.5625,7000000.00,"BofA Securities, Stifel, Citi",Communications,493.12,, 
7/20/00,CRIO US,Corio Inc,140,14,40.625,10000000.00,Goldman Sachs,Technology,686,, 
7/20/00,VGNX US,Variagenics Inc,70,14,75,5000000.00,"TD Securities, JP Morgan, UBS","Consumer, Non-cyclical",311.05,, 
7/20/00,0820558D US,Talarian Corp,67.2,16,42.1875,4200000.00,Lehman Brothers,Technology,301.68,, 
